ID,Is_Lead
CCMEWNKY,0.47431844157855274
VVUKMUJT,0.9829520769961958
EAHDPXEJ,0.4557228681865232
MPXK6TVE,0.14484748911658413
HGDIBAKA,0.423627654152339
RBRSJUP3,0.06708653749735533
JUIRE47M,0.0770115555112435
WMF3DYE3,0.3853273262596956
UH6ZDM3W,0.048953229817097
6GORGNYN,0.14450032436313734
82GRNPFG,0.08990080668003145
FDWZFSSC,0.10663754865238129
AHUDO2T6,0.08669833259553106
93RURE2J,0.473290138082993
VGVEYSEG,0.48402247727986775
IEEUGXMY,0.04735717047518469
9AHNH8ZX,0.5353120088366907
YRHYUJFW,0.41873655274317423
2RRNUFBV,0.4931340379277577
E2Z98CR3,0.09159003812914801
GU4RDP8S,0.12200848841308683
LCUC2LAJ,0.10077817769479354
FAMHAVN3,0.11751302401925567
KZ5J2JGC,0.09648150440980292
WQJ9SPT9,0.4519735816469497
NOJ2KSCC,0.08269364441348287
LCFYUVE9,0.4997431786862371
GPXEUNND,0.11969543859196823
QT6DF6EW,0.07377144780417996
CRGXVSBF,0.0728202005998445
7X2MC5GZ,0.0857459386551672
ZWDXVKDF,0.09763614154950978
CEAZEPY4,0.9977143507451965
KERBCSGE,0.9826556794245187
7HTA4C6J,0.6719405210359349
UENREGNV,0.09740195788854543
CC4LYHEW,0.47327004931631905
EON5DCWD,0.997794431387443
8RQ27JGU,0.4764659496503039
A8GKBMBO,0.3968945831799522
68EFFKBB,0.7453983956124121
NEUII7AB,0.9917358650287779
JUQ76NJV,0.2945878020565215
FFM6DHEA,0.3146654515851439
RQZGBGGN,0.4397732906918072
CGGVBJKZ,0.9920484901389571
JO9DV3NY,0.3418994832372354
ZHHFH7H9,0.06448934229230008
2MFKPCPS,0.07203899693470793
EAPKN7G8,0.9894518440023518
DOFSPEWD,0.07499731825457635
4ENG9TKV,0.4030593702699155
Y7EEZYYS,0.540986063247138
WSFUNE28,0.4352688085151446
PU3J43GY,0.08161128983078814
8CIAWHWZ,0.2454008166583236
NVVVFQ9U,0.14752267863315421
KWQAVZOE,0.5024871790882105
GJVVWNKN,0.1382228242809923
CN4YERMU,0.1506786435665761
EAOF4EYO,0.1774853857136594
5HPCBEQQ,0.16665853883913287
4MAT9RSM,0.06005216137104551
SBDGZSY9,0.0684445798302618
G7D2BESM,0.16184450596529779
NYWLDSFZ,0.548027792305327
DYKME2AY,0.43952644727723034
RHTCABWR,0.6255006237528995
UU4ECFQ5,0.07135018609154113
IHQY3US8,0.1385769985143233
JVJZVKUJ,0.08510875035310782
2ZDDJYHE,0.13353887826578612
DR5F2HVS,0.07886850919970893
ME3XYUC5,0.46127890942097227
22IQJE4I,0.06953709911169427
BNE8WOYV,0.09662006701873811
UMQWVVHH,0.07897590803260315
DKEMLQCU,0.10245485806058377
VVPNRFRF,0.13886994219395493
6UZE4NSH,0.10681328118069178
4EQAO8W3,0.3068619252640626
DV5EXZEZ,0.3611187241767705
GAB49KQU,0.09921484451550365
KCBVOKZ8,0.08643081955126695
WTOPV47E,0.10663754865238129
9DLYZCUW,0.05457670279978441
JCYRCTNE,0.5228206096732358
TVIX5INS,0.07835423043551917
FR38HJFG,0.1308150320871746
HWED8UBF,0.407452578645404
2UC6R5XE,0.13774928138273848
FXPCJ7GE,0.12274978317734307
KZCHX6LW,0.08657043978377324
YODUTYZU,0.08281447873984268
CUNTRPMN,0.10399218487077995
DXYC8WIG,0.1534295847643117
6ZRSCJ6J,0.477366054196847
YSNU9M3K,0.11546512548283819
C5CGJVQZ,0.07814300770838474
VMYWFYEL,0.3294980710810504
N3UXDVTF,0.5423043413986481
LH8H3PTS,0.996749651768105
WBBAFNBP,0.9953218568424216
MG2YF6UW,0.05904018959280545
6LM5QANA,0.19595975135191157
EKN8UCSW,0.14177076065442887
SKA2MXXX,0.44193727359903584
IDFGBLIU,0.4730683452704418
K9OYK83E,0.9812440638294169
RB65FVXC,0.07358749128421901
MS2BW42V,0.07689631688748498
7DQEOUAG,0.09394821194560563
YMS7QOAS,0.16987874437721598
DJ43FJEN,0.10018929480909622
DYBXGBFU,0.1532965026778247
KUKPJIXJ,0.44655791160097696
MHSJQ4JV,0.08633993246621915
HNS3R3D5,0.11840462877525751
NRPPMJWP,0.10185303841183163
CFEXBQSJ,0.4960854177397373
UUFE3JAX,0.4106061712276107
CELABZOL,0.14199182859111292
EGEBKGVH,0.12505242381401946
OXWWZMVZ,0.10771933768809448
WRPD2HMF,0.09025204929413189
LKI8SIWO,0.525896760212736
E7SJU7FV,0.11687238577965403
U3BH4IY4,0.14327672435755706
CWFCD2XN,0.08968526442041992
HFSJS8WA,0.17036326065069776
8XMAYA7Z,0.07878283450719924
TUFWHICI,0.11650089026748105
4F4UVPIS,0.14435207778305206
BMBMKLO5,0.15373216343579912
L2DWAWQ8,0.532125705816628
3R3Q7LQU,0.9978716068282435
4KDFRJTQ,0.9945655161509862
IAKCCEQE,0.1284853933332094
PQFG7RVU,0.2714410378514932
SF3U5N9N,0.11585800022457807
BSYAT4Q6,0.448421861732879
BVCDEFKW,0.5168710810083176
WTF8P7V8,0.7741952653174888
K47UMJDR,0.1397091029121807
MB5EVGMF,0.43656533277473386
TMB7UW6N,0.1071838608641344
TVJPH4BN,0.41378133169836756
MHVNW7PC,0.9978726274164074
WSGMINXL,0.30801619132284963
2NOO8MXG,0.1460988036570933
XMHRUSX7,0.4030593702699155
FGBY3BM3,0.11427679802215882
CCVEYPDT,0.10249447781921062
BTHUEGSL,0.1327640707094487
WLY7WNSY,0.40580987865553575
79ARKMPK,0.10447441893451342
UDFHXSNF,0.19931166020372648
8BFKOWDE,0.44989794908186226
CHH2S35Z,0.7981772836024607
CB5TGLCW,0.040991631577485484
Z5KN8VUG,0.06608600333896499
HHAY4EQP,0.20029736967573739
BCG8TQNU,0.2869941513801986
DYXCPZQY,0.1303448863457834
2EGUR28K,0.13355901472387324
2FB8VYNF,0.5464876084599002
E7GADWU6,0.1012820386550314
HLWMKRRA,0.4588587139613505
XW6BJF7L,0.09747795783589534
8M2YTHRZ,0.13503257110725322
I98Z8HNE,0.22062936651619008
YGZTMGB7,0.08672511642033695
P2PWARDS,0.07471692745778541
6HBRAE9M,0.667726734608144
MBXRFCTT,0.0792250421089891
NMMPZMNA,0.04841596999485945
6CHFWCCQ,0.10302696726145358
KS4JBTL6,0.9796953614565526
KQK8S8CG,0.08715814433892544
GE4VFAJH,0.4474568500883724
WB2SVZPT,0.42664118378480503
QHHZBBMU,0.148621138300899
MOSXMCCN,0.45033727035941207
2LSC8W9Z,0.1574710938231348
IMNXDL3Z,0.13737978981931434
B9PYFTEG,0.4312843682111864
XYBBBVVF,0.5095535414847032
LKJUDPFW,0.09521525824669615
YRNP87NE,0.43379275798507083
8JGJ8TVA,0.0874211688822083
BGGHCJ2P,0.4733304479544477
B4MCCVVO,0.13388039313873318
VCGGAILJ,0.07379475405805402
HVPZITBN,0.5249469813356374
F2GGTCD2,0.4511671395261151
SZGF26YZ,0.115605237234019
HS2MGMPK,0.06173001161471362
PXJSBUVP,0.09705966852360662
