ID,Is_Lead
CCMEWNKY,0.4803196338080434
VVUKMUJT,0.9814519868617967
EAHDPXEJ,0.45867777787476505
MPXK6TVE,0.16417736847431094
HGDIBAKA,0.41314546144456643
RBRSJUP3,0.084628259849158
JUIRE47M,0.0694894930573313
WMF3DYE3,0.44297603497563887
UH6ZDM3W,0.056950290735118377
6GORGNYN,0.12188701289911053
82GRNPFG,0.09484012438430889
FDWZFSSC,0.10259244593814139
AHUDO2T6,0.09554473656449647
93RURE2J,0.4668312443782114
VGVEYSEG,0.4766620869205574
IEEUGXMY,0.05307398548719786
9AHNH8ZX,0.5270348939665372
YRHYUJFW,0.425571863227054
2RRNUFBV,0.4772648654483871
E2Z98CR3,0.0929665100017475
GU4RDP8S,0.1254799749137477
LCUC2LAJ,0.10008644044816066
FAMHAVN3,0.12293077094533218
KZ5J2JGC,0.1169709802459864
WQJ9SPT9,0.46256631975678647
NOJ2KSCC,0.09631895239163717
LCFYUVE9,0.4926179950572362
GPXEUNND,0.12250547704809035
QT6DF6EW,0.08979507255350827
CRGXVSBF,0.06691485753914146
7X2MC5GZ,0.09405087729901669
ZWDXVKDF,0.11368892381614375
CEAZEPY4,0.9899785230059642
KERBCSGE,0.980429906025448
7HTA4C6J,0.642808574658951
UENREGNV,0.1126491131471763
CC4LYHEW,0.4644247422925217
EON5DCWD,0.9941291144135705
8RQ27JGU,0.46302699791352003
A8GKBMBO,0.43264805218587216
68EFFKBB,0.7604487555649116
NEUII7AB,0.9865771087090841
JUQ76NJV,0.32443188113418125
FFM6DHEA,0.24028064323472442
RQZGBGGN,0.4378176782618551
CGGVBJKZ,0.9854190172420992
JO9DV3NY,0.35574141813650256
ZHHFH7H9,0.06138313175254407
2MFKPCPS,0.08893510204038658
EAPKN7G8,0.9849579214498246
DOFSPEWD,0.09083387001712483
4ENG9TKV,0.4285499564029827
Y7EEZYYS,0.5632922387427115
WSFUNE28,0.4360392616336293
PU3J43GY,0.09317374603021382
8CIAWHWZ,0.21976450341794274
NVVVFQ9U,0.14767463151152854
KWQAVZOE,0.5016454671771314
GJVVWNKN,0.12995014913328043
CN4YERMU,0.13784272956724308
