ID,Is_Lead
CCMEWNKY,0.7194496676868367
VVUKMUJT,0.9963850870986195
EAHDPXEJ,0.6819139299084288
MPXK6TVE,0.39140948510786866
HGDIBAKA,0.7154318297838796
RBRSJUP3,0.1490916390081823
JUIRE47M,0.1769156166715888
WMF3DYE3,0.7194496676868367
UH6ZDM3W,0.15531004354109637
6GORGNYN,0.3364959043145045
82GRNPFG,0.2255975344525688
FDWZFSSC,0.20042691457220532
AHUDO2T6,0.1343796930279021
93RURE2J,0.7245340176821894
VGVEYSEG,0.7443513940885713
IEEUGXMY,0.10512032330737239
9AHNH8ZX,0.6696717881078306
YRHYUJFW,0.6895928449684652
2RRNUFBV,0.735105750045629
E2Z98CR3,0.2934422235336092
GU4RDP8S,0.26828895970444633
LCUC2LAJ,0.26324349148700477
FAMHAVN3,0.26704537394737304
KZ5J2JGC,0.29459433377770705
WQJ9SPT9,0.7599998191534382
NOJ2KSCC,0.21870321112999475
LCFYUVE9,0.7657292693292936
GPXEUNND,0.3406687425189127
QT6DF6EW,0.26324349148700477
CRGXVSBF,0.23199883476478395
7X2MC5GZ,0.1490916390081823
ZWDXVKDF,0.29238162600919226
CEAZEPY4,0.9963850870986195
KERBCSGE,0.9963850870986195
7HTA4C6J,0.8698437529702341
UENREGNV,0.22209650366527814
CC4LYHEW,0.7443513940885713
EON5DCWD,1.0
8RQ27JGU,0.6759414972839054
A8GKBMBO,0.6980482833297056
68EFFKBB,0.9202904135869484
NEUII7AB,0.9963850870986195
JUQ76NJV,0.5483208274164816
FFM6DHEA,0.5655186550774036
RQZGBGGN,0.7390997696430823
CGGVBJKZ,0.9963850870986195
JO9DV3NY,0.5967521024479743
ZHHFH7H9,0.5466680925321913
2MFKPCPS,0.21322356044567867
EAPKN7G8,0.9963850870986195
DOFSPEWD,0.20523327697670268
4ENG9TKV,0.6733466424166032
Y7EEZYYS,0.8351687725872013
WSFUNE28,0.7110464068313681
PU3J43GY,0.14551979261700243
8CIAWHWZ,0.5655186550774036
NVVVFQ9U,0.2337985961996097
KWQAVZOE,0.7592944394358415
GJVVWNKN,0.26828895970444633
CN4YERMU,0.36726966685694157
EAOF4EYO,0.18312114404641525
5HPCBEQQ,0.3822271244830708
